Route,Location,URL,Avg Stars,Your Stars,Route Type,Rating,Pitches,Length,Latitude,Longitude,Area,Canyon,Path_Position,Distance_to_Road,Scenic_Loop_Order
Blame it on my ADD,The Wake-Up Wall > Wake Up Wall Area > Sandstone Quarry > Red Rocks > Southern Nevada > Nevada,https://www.mountainproject.com/route/107367986/blame-it-on-my-add,2.0,-1,Sport,5.9,1,50.0,36.16724,-115.45361,The Wake-Up Wall,Wake Up Wall Area,0.9433900959318964,0.9779845851893412,842
Skid Mark,The Wake-Up Wall > Wake Up Wall Area > Sandstone Quarry > Red Rocks > Southern Nevada > Nevada,https://www.mountainproject.com/route/105975221/skid-mark,2.5,-1,Sport,5.9+,1,55.0,36.16724,-115.45361,The Wake-Up Wall,Wake Up Wall Area,0.9433900959318964,0.9779845851893412,843
First Brew,The Wake-Up Wall > Wake Up Wall Area > Sandstone Quarry > Red Rocks > Southern Nevada > Nevada,https://www.mountainproject.com/route/200886780/first-brew,3.0,-1,Sport,5.10a,1,45.0,36.16724,-115.45361,The Wake-Up Wall,Wake Up Wall Area,0.9433900959318964,0.9779845851893412,844
Fall of Vegas,The Wake-Up Wall > Wake Up Wall Area > Sandstone Quarry > Red Rocks > Southern Nevada > Nevada,https://www.mountainproject.com/route/107367973/fall-of-vegas,2.4,-1,Sport,5.10a,1,50.0,36.16724,-115.45361,The Wake-Up Wall,Wake Up Wall Area,0.9433900959318964,0.9779845851893412,845
The Last Drag,The Wake-Up Wall > Wake Up Wall Area > Sandstone Quarry > Red Rocks > Southern Nevada > Nevada,https://www.mountainproject.com/route/107367991/the-last-drag,2.4,-1,Sport,5.10a,1,50.0,36.16724,-115.45361,The Wake-Up Wall,Wake Up Wall Area,0.9433900959318964,0.9779845851893412,846
Left Crack,The Wake-Up Wall > Wake Up Wall Area > Sandstone Quarry > Red Rocks > Southern Nevada > Nevada,https://www.mountainproject.com/route/107380904/left-crack,2.0,-1,Trad,5.1,1,,36.16724,-115.45361,The Wake-Up Wall,Wake Up Wall Area,0.9433900959318964,0.9779845851893412,847
Monkey Rhythm,The Wake-Up Wall > Wake Up Wall Area > Sandstone Quarry > Red Rocks > Southern Nevada > Nevada,https://www.mountainproject.com/route/107380897/monkey-rhythm,1.8,-1,Trad,5.10-,1,,36.16724,-115.45361,The Wake-Up Wall,Wake Up Wall Area,0.9433900959318964,0.9779845851893412,848
Last Out,The Wake-Up Wall > Wake Up Wall Area > Sandstone Quarry > Red Rocks > Southern Nevada > Nevada,https://www.mountainproject.com/route/106538899/last-out,2.3,-1,Trad,5.10b,1,60.0,36.16724,-115.45361,The Wake-Up Wall,Wake Up Wall Area,0.9433900959318964,0.9779845851893412,849
The Healer,The Wake-Up Wall > Wake Up Wall Area > Sandstone Quarry > Red Rocks > Southern Nevada > Nevada,https://www.mountainproject.com/route/106595229/the-healer,2.8,-1,Sport,5.11d,1,40.0,36.16724,-115.45361,The Wake-Up Wall,Wake Up Wall Area,0.9433900959318964,0.9779845851893412,850
Angled Dangler,The Wake-Up Wall > Wake Up Wall Area > Sandstone Quarry > Red Rocks > Southern Nevada > Nevada,https://www.mountainproject.com/route/105910303/angled-dangler,2.7,-1,Sport,5.11c/d,1,65.0,36.16724,-115.45361,The Wake-Up Wall,Wake Up Wall Area,0.9433900959318964,0.9779845851893412,851
Native Son,The Wake-Up Wall > Wake Up Wall Area > Sandstone Quarry > Red Rocks > Southern Nevada > Nevada,https://www.mountainproject.com/route/106060595/native-son,3.3,-1,Sport,5.11c/d,1,,36.16724,-115.45361,The Wake-Up Wall,Wake Up Wall Area,0.9433900959318964,0.9779845851893412,852
Shape of Things to Come,The Wake-Up Wall > Wake Up Wall Area > Sandstone Quarry > Red Rocks > Southern Nevada > Nevada,https://www.mountainproject.com/route/106580314/shape-of-things-to-come,2.1,-1,Sport,5.11b,1,30.0,36.16724,-115.45361,The Wake-Up Wall,Wake Up Wall Area,0.9433900959318964,0.9779845851893412,853
Good Morning,The Wake-Up Wall > Wake Up Wall Area > Sandstone Quarry > Red Rocks > Southern Nevada > Nevada,https://www.mountainproject.com/route/105910353/good-morning,2.8,-1,Sport,5.11b,1,60.0,36.16724,-115.45361,The Wake-Up Wall,Wake Up Wall Area,0.9433900959318964,0.9779845851893412,854
Shut Up and Climb,The Wake-Up Wall > Wake Up Wall Area > Sandstone Quarry > Red Rocks > Southern Nevada > Nevada,https://www.mountainproject.com/route/105885132/shut-up-and-climb,3.0,-1,Sport,5.11b,1,60.0,36.16724,-115.45361,The Wake-Up Wall,Wake Up Wall Area,0.9433900959318964,0.9779845851893412,855
Too Few Years,The Wake-Up Wall > Wake Up Wall Area > Sandstone Quarry > Red Rocks > Southern Nevada > Nevada,https://www.mountainproject.com/route/107376488/too-few-years,2.3,-1,Sport,5.11a,1,50.0,36.16724,-115.45361,The Wake-Up Wall,Wake Up Wall Area,0.9433900959318964,0.9779845851893412,856
On to the Next One,The Wake-Up Wall > Wake Up Wall Area > Sandstone Quarry > Red Rocks > Southern Nevada > Nevada,https://www.mountainproject.com/route/107368574/on-to-the-next-one,2.5,-1,Sport,5.11a,1,50.0,36.16724,-115.45361,The Wake-Up Wall,Wake Up Wall Area,0.9433900959318964,0.9779845851893412,857
Spanky Spangler,The Wake-Up Wall > Wake Up Wall Area > Sandstone Quarry > Red Rocks > Southern Nevada > Nevada,https://www.mountainproject.com/route/105983941/spanky-spangler,2.7,-1,Sport,5.1,1,65.0,36.16724,-115.45361,The Wake-Up Wall,Wake Up Wall Area,0.9433900959318964,0.9779845851893412,858
The Last In Line,The Wake-Up Wall > Wake Up Wall Area > Sandstone Quarry > Red Rocks > Southern Nevada > Nevada,https://www.mountainproject.com/route/111020664/the-last-in-line,2.4,-1,Sport,5.10b,1,45.0,36.16724,-115.45361,The Wake-Up Wall,Wake Up Wall Area,0.9433900959318964,0.9779845851893412,859
Crack of Noon,The Wake-Up Wall > Wake Up Wall Area > Sandstone Quarry > Red Rocks > Southern Nevada > Nevada,https://www.mountainproject.com/route/105885143/crack-of-noon,1.8,-1,Sport,5.8,1,50.0,36.16724,-115.45361,The Wake-Up Wall,Wake Up Wall Area,0.9433900959318964,0.9779845851893412,860
First Born,The Wake-Up Wall > Wake Up Wall Area > Sandstone Quarry > Red Rocks > Southern Nevada > Nevada,https://www.mountainproject.com/route/105910331/first-born,2.0,-1,Sport,5.10b,1,65.0,36.16724,-115.45361,The Wake-Up Wall,Wake Up Wall Area,0.9433900959318964,0.9779845851893412,861
Last but least,Sonic Youth Wall > Wake Up Wall Area > Sandstone Quarry > Red Rocks > Southern Nevada > Nevada,https://www.mountainproject.com/route/116759411/last-but-least,1.0,-1,Sport,5.11b/c,1,50.0,36.16586,-115.45323,Sonic Youth Wall,Wake Up Wall Area,0.9435364877562112,0.8800327329759186,862
Black Flag,Sonic Youth Wall > Wake Up Wall Area > Sandstone Quarry > Red Rocks > Southern Nevada > Nevada,https://www.mountainproject.com/route/107326728/black-flag,3.0,-1,Sport,5.11c,1,65.0,36.16586,-115.45323,Sonic Youth Wall,Wake Up Wall Area,0.9435364877562112,0.8800327329759186,863
Sonic Youth,Sonic Youth Wall > Wake Up Wall Area > Sandstone Quarry > Red Rocks > Southern Nevada > Nevada,https://www.mountainproject.com/route/105884624/sonic-youth,3.8,-1,Sport,5.11d,1,60.0,36.16586,-115.45323,Sonic Youth Wall,Wake Up Wall Area,0.9435364877562112,0.8800327329759186,864
I Would for You,Sonic Youth Wall > Wake Up Wall Area > Sandstone Quarry > Red Rocks > Southern Nevada > Nevada,https://www.mountainproject.com/route/107135931/i-would-for-you,3.6,-1,Sport,5.11d,1,,36.16586,-115.45323,Sonic Youth Wall,Wake Up Wall Area,0.9435364877562112,0.8800327329759186,865
Fearless Freaks,Sonic Youth Wall > Wake Up Wall Area > Sandstone Quarry > Red Rocks > Southern Nevada > Nevada,https://www.mountainproject.com/route/105905290/fearless-freaks,1.9,-1,Sport,5.11b/c,1,50.0,36.16586,-115.45323,Sonic Youth Wall,Wake Up Wall Area,0.9435364877562112,0.8800327329759186,866
Gardyloo,Sonic Youth Wall > Wake Up Wall Area > Sandstone Quarry > Red Rocks > Southern Nevada > Nevada,https://www.mountainproject.com/route/108665585/gardyloo,2.0,-1,Sport,5.11b,1,50.0,36.16586,-115.45323,Sonic Youth Wall,Wake Up Wall Area,0.9435364877562112,0.8800327329759186,867
GBH,Sonic Youth Wall > Wake Up Wall Area > Sandstone Quarry > Red Rocks > Southern Nevada > Nevada,https://www.mountainproject.com/route/105885089/gbh,2.1,-1,Sport,5.11c,1,80.0,36.16586,-115.45323,Sonic Youth Wall,Wake Up Wall Area,0.9435364877562112,0.8800327329759186,868
Burrito Face-Plant,Vaya Con Queso Cliff > The Trophy Area > Sandstone Quarry > Red Rocks > Southern Nevada > Nevada,https://www.mountainproject.com/route/110127332/burrito-face-plant,2.5,-1,Sport,5.10d,1,35.0,36.17209,-115.45449,Vaya Con Queso Cliff,The Trophy Area,0.9438953913255198,1.315299608966224,869
Desert Sportsman,Broast and Toast Wall > Wake Up Wall Area > Sandstone Quarry > Red Rocks > Southern Nevada > Nevada,https://www.mountainproject.com/route/107378199/desert-sportsman,2.3,-1,Sport,5.11c,1,60.0,36.16635,-115.45305,Broast and Toast Wall,Wake Up Wall Area,0.9441895669725164,0.9100176209935268,870
C. H. U. D.,Broast and Toast Wall > Wake Up Wall Area > Sandstone Quarry > Red Rocks > Southern Nevada > Nevada,https://www.mountainproject.com/route/107378230/c-h-u-d,2.0,-1,Sport,5.11c,1,50.0,36.16635,-115.45305,Broast and Toast Wall,Wake Up Wall Area,0.9441895669725164,0.9100176209935268,871
Cell Block Sisters,The Grindhouse > Wake Up Wall Area > Sandstone Quarry > Red Rocks > Southern Nevada > Nevada,https://www.mountainproject.com/route/106505985/cell-block-sisters,1.6,-1,Sport,5.11c,1,60.0,36.16475,-115.4525,The Grindhouse,Wake Up Wall Area,0.9446042664748842,0.7947841629268128,872
Planet Terror,The Grindhouse > Wake Up Wall Area > Sandstone Quarry > Red Rocks > Southern Nevada > Nevada,https://www.mountainproject.com/route/106505979/planet-terror,1.9,-1,Sport,5.11,1,60.0,36.16475,-115.4525,The Grindhouse,Wake Up Wall Area,0.9446042664748842,0.7947841629268128,873
Death Proof,The Grindhouse > Wake Up Wall Area > Sandstone Quarry > Red Rocks > Southern Nevada > Nevada,https://www.mountainproject.com/route/106505968/death-proof,2.8,-1,Sport,5.11b,1,60.0,36.16475,-115.4525,The Grindhouse,Wake Up Wall Area,0.9446042664748842,0.7947841629268128,874
Hell Up In Harlem,The Grindhouse > Wake Up Wall Area > Sandstone Quarry > Red Rocks > Southern Nevada > Nevada,https://www.mountainproject.com/route/106505991/hell-up-in-harlem,2.0,-1,Sport,5.11-,1,60.0,36.16475,-115.4525,The Grindhouse,Wake Up Wall Area,0.9446042664748842,0.7947841629268128,875
Four of the Apocolypse,The Grindhouse > Wake Up Wall Area > Sandstone Quarry > Red Rocks > Southern Nevada > Nevada,https://www.mountainproject.com/route/106505950/four-of-the-apocolypse,1.8,-1,Sport,5.11a,1,35.0,36.16475,-115.4525,The Grindhouse,Wake Up Wall Area,0.9446042664748842,0.7947841629268128,876
Machete,The Grindhouse > Wake Up Wall Area > Sandstone Quarry > Red Rocks > Southern Nevada > Nevada,https://www.mountainproject.com/route/106504538/machete,1.5,-1,Sport,5.10a,1,50.0,36.16475,-115.4525,The Grindhouse,Wake Up Wall Area,0.9446042664748842,0.7947841629268128,877
Zinger,The Twinkie > The Trophy Area > Sandstone Quarry > Red Rocks > Southern Nevada > Nevada,https://www.mountainproject.com/route/120074549/zinger,2.0,-1,Sport,5.11c/d,1,40.0,36.1692,-115.45338,The Twinkie,The Trophy Area,0.9449054021135316,1.1053848135094866,878
Short But Sweet,The Twinkie > The Trophy Area > Sandstone Quarry > Red Rocks > Southern Nevada > Nevada,https://www.mountainproject.com/route/120077656/short-but-sweet,1.5,-1,Sport,5.11a,1,40.0,36.1692,-115.45338,The Twinkie,The Trophy Area,0.9449054021135316,1.1053848135094866,879
Flake Eyes,The Twinkie > The Trophy Area > Sandstone Quarry > Red Rocks > Southern Nevada > Nevada,https://www.mountainproject.com/route/120037950/flake-eyes,2.7,-1,Sport,5.11b,1,40.0,36.1692,-115.45338,The Twinkie,The Trophy Area,0.9449054021135316,1.1053848135094866,880
Sno Ball,The Twinkie > The Trophy Area > Sandstone Quarry > Red Rocks > Southern Nevada > Nevada,https://www.mountainproject.com/route/120037924/sno-ball,2.3,-1,Sport,5.11d,1,40.0,36.1692,-115.45338,The Twinkie,The Trophy Area,0.9449054021135316,1.1053848135094866,881
Like Mom Used To Make,The Twinkie > The Trophy Area > Sandstone Quarry > Red Rocks > Southern Nevada > Nevada,https://www.mountainproject.com/route/118227597/like-mom-used-to-make,2.7,-1,Sport,5.11c,1,50.0,36.1692,-115.45338,The Twinkie,The Trophy Area,0.9449054021135316,1.1053848135094866,882
Super Meat Boy,The Salt Factory > The Trophy Area > Sandstone Quarry > Red Rocks > Southern Nevada > Nevada,https://www.mountainproject.com/route/108975829/super-meat-boy,2.5,-1,Sport,5.10d,1,30.0,36.17081,-115.45324,The Salt Factory,The Trophy Area,0.9460405767513294,1.2107799092550506,883
Bandage Girl,The Salt Factory > The Trophy Area > Sandstone Quarry > Red Rocks > Southern Nevada > Nevada,https://www.mountainproject.com/route/108975671/bandage-girl,1.0,-1,Trad,5.10a,1,45.0,36.17081,-115.45324,The Salt Factory,The Trophy Area,0.9460405767513294,1.2107799092550506,884
Leveraged Buyout,The Bull Market and Satellite Wall > The Trophy Area > Sandstone Quarry > Red Rocks > Southern Nevada > Nevada,https://www.mountainproject.com/route/108593814/leveraged-buyout,1.0,-1,Sport,5.11b/c,1,50.0,36.1695,-115.45214,The Bull Market and Satellite Wall,The Trophy Area,0.9478346305984492,1.1065404754958728,885
Spotted Owl,Avian Wall > The Trophy Area > Sandstone Quarry > Red Rocks > Southern Nevada > Nevada,https://www.mountainproject.com/route/121694162/spotted-owl,2.7,-1,Sport,5.11b,1,80.0,36.1701,-115.4518,Avian Wall,The Trophy Area,0.9489020613175184,1.1414356816715645,886
The Cat and the Bird,Avian Wall > The Trophy Area > Sandstone Quarry > Red Rocks > Southern Nevada > Nevada,https://www.mountainproject.com/route/114809216/the-cat-and-the-bird,2.9,-1,Sport,5.9,1,50.0,36.1701,-115.4518,Avian Wall,The Trophy Area,0.9489020613175184,1.1414356816715645,887
Coyote Moon,Avian Wall > The Trophy Area > Sandstone Quarry > Red Rocks > Southern Nevada > Nevada,https://www.mountainproject.com/route/105892337/coyote-moon,1.7,-1,Sport,5.9,1,100.0,36.1701,-115.4518,Avian Wall,The Trophy Area,0.9489020613175184,1.1414356816715645,888
Spotted Eagle,Avian Wall > The Trophy Area > Sandstone Quarry > Red Rocks > Southern Nevada > Nevada,https://www.mountainproject.com/route/105892342/spotted-eagle,2.0,-1,Sport,5.10a,1,100.0,36.1701,-115.4518,Avian Wall,The Trophy Area,0.9489020613175184,1.1414356816715645,889
Thunderbird,Avian Wall > The Trophy Area > Sandstone Quarry > Red Rocks > Southern Nevada > Nevada,https://www.mountainproject.com/route/121683935/thunderbird,1.7,-1,Sport,5.11b PG13,1,80.0,36.1701,-115.4518,Avian Wall,The Trophy Area,0.9489020613175184,1.1414356816715645,890
Guides Wall 4?,White Slab > Parking Lot Area > Sandstone Quarry > Red Rocks > Southern Nevada > Nevada,https://www.mountainproject.com/route/120151092/guides-wall-4,2.3,-1,Trad,5.9 PG13,1,90.0,36.16251,-115.44977,White Slab,Parking Lot Area,0.9495728885125364,0.6036140080376536,891
White Slab,White Slab > Parking Lot Area > Sandstone Quarry > Red Rocks > Southern Nevada > Nevada,https://www.mountainproject.com/route/106121860/white-slab,2.3,-1,Trad,5.8+ PG13,1,90.0,36.16251,-115.44977,White Slab,Parking Lot Area,0.9495728885125364,0.6036140080376536,892
Pleasure Boy,White Slab > Parking Lot Area > Sandstone Quarry > Red Rocks > Southern Nevada > Nevada,https://www.mountainproject.com/route/116357742/pleasure-boy,2.4,-1,Trad,5.8+,1,95.0,36.16251,-115.44977,White Slab,Parking Lot Area,0.9495728885125364,0.6036140080376536,893
Leisure Boy,White Slab > Parking Lot Area > Sandstone Quarry > Red Rocks > Southern Nevada > Nevada,https://www.mountainproject.com/route/116357692/leisure-boy,2.5,-1,Trad,5.8,1,90.0,36.16251,-115.44977,White Slab,Parking Lot Area,0.9495728885125364,0.6036140080376536,894
Guides Wall  3,White Slab > Parking Lot Area > Sandstone Quarry > Red Rocks > Southern Nevada > Nevada,https://www.mountainproject.com/route/106706853/guides-wall-3,1.9,-1,TR,5.8,1,50.0,36.16251,-115.44977,White Slab,Parking Lot Area,0.9495728885125364,0.6036140080376536,895
Guides Wall  2,White Slab > Parking Lot Area > Sandstone Quarry > Red Rocks > Southern Nevada > Nevada,https://www.mountainproject.com/route/106706845/guides-wall-2,1.9,-1,TR,5.8,1,50.0,36.16251,-115.44977,White Slab,Parking Lot Area,0.9495728885125364,0.6036140080376536,896
The Good Boy Scout,Boy Scout Cliff > Sandy Corridor > Parking Lot Area > Sandstone Quarry > Red Rocks > Southern Nevada > Nevada,https://www.mountainproject.com/route/106706891/the-good-boy-scout,2.0,-1,TR,5.11a,1,40.0,36.16412,-115.45007,Boy Scout Cliff,Sandy Corridor,0.949722992332421,0.7157089118898674,897
Pockets of Dirt,Left Wall > Front Corridor > Parking Lot Area > Sandstone Quarry > Red Rocks > Southern Nevada > Nevada,https://www.mountainproject.com/route/106125706/pockets-of-dirt,2.8,-1,Sport,5.11b,1,50.0,36.1627,-115.44939,Left Wall,Front Corridor,0.950520607375291,0.6105176184942533,898
Helltown,Left Wall > Front Corridor > Parking Lot Area > Sandstone Quarry > Red Rocks > Southern Nevada > Nevada,https://www.mountainproject.com/route/106513072/helltown,2.8,-1,Sport,5.11d,1,50.0,36.1627,-115.44939,Left Wall,Front Corridor,0.950520607375291,0.6105176184942533,899
Siktion,Right Wall > Front Corridor > Parking Lot Area > Sandstone Quarry > Red Rocks > Southern Nevada > Nevada,https://www.mountainproject.com/route/106397261/siktion,2.6,-1,Trad,5.9,1,60.0,36.16265,-115.44929,Right Wall,Front Corridor,0.950718967137234,0.605655656164349,900
The Brawl,Right Wall > Front Corridor > Parking Lot Area > Sandstone Quarry > Red Rocks > Southern Nevada > Nevada,https://www.mountainproject.com/route/112369366/the-brawl,2.8,-1,Sport,5.11a,1,100.0,36.16265,-115.44929,Right Wall,Front Corridor,0.950718967137234,0.605655656164349,901
To Bolt or Toupee,Right Wall > Front Corridor > Parking Lot Area > Sandstone Quarry > Red Rocks > Southern Nevada > Nevada,https://www.mountainproject.com/route/105821400/to-bolt-or-toupee,2.2,-1,Sport,5.10c PG13,1,100.0,36.16265,-115.44929,Right Wall,Front Corridor,0.950718967137234,0.605655656164349,902
Bruised Ribs,Right Wall > Front Corridor > Parking Lot Area > Sandstone Quarry > Red Rocks > Southern Nevada > Nevada,https://www.mountainproject.com/route/200874853/bruised-ribs,2.8,-1,Sport,5.10+,1,90.0,36.16265,-115.44929,Right Wall,Front Corridor,0.950718967137234,0.605655656164349,903
Shouting Match,Right Wall > Front Corridor > Parking Lot Area > Sandstone Quarry > Red Rocks > Southern Nevada > Nevada,https://www.mountainproject.com/route/108267793/shouting-match,2.6,-1,Sport,5.10d,1,70.0,36.16265,-115.44929,Right Wall,Front Corridor,0.950718967137234,0.605655656164349,904
High Noon,Right Wall > Front Corridor > Parking Lot Area > Sandstone Quarry > Red Rocks > Southern Nevada > Nevada,https://www.mountainproject.com/route/112369432/high-noon,2.9,-1,Sport,5.11a,1,110.0,36.16265,-115.44929,Right Wall,Front Corridor,0.950718967137234,0.605655656164349,905
Unknown,Right Wall > Front Corridor > Parking Lot Area > Sandstone Quarry > Red Rocks > Southern Nevada > Nevada,https://www.mountainproject.com/route/127138028/unknown,3.0,-1,Sport,5.11a,1,60.0,36.16265,-115.44929,Right Wall,Front Corridor,0.950718967137234,0.605655656164349,906
Gun Control,Right Wall > Front Corridor > Parking Lot Area > Sandstone Quarry > Red Rocks > Southern Nevada > Nevada,https://www.mountainproject.com/route/112369349/gun-control,2.5,-1,Sport,5.11b,1,80.0,36.16265,-115.44929,Right Wall,Front Corridor,0.950718967137234,0.605655656164349,907
Hair Today Gone Tomorrow,Right Wall > Front Corridor > Parking Lot Area > Sandstone Quarry > Red Rocks > Southern Nevada > Nevada,https://www.mountainproject.com/route/112369387/hair-today-gone-tomorrow,2.4,-1,Sport,5.11b,1,110.0,36.16265,-115.44929,Right Wall,Front Corridor,0.950718967137234,0.605655656164349,908
Fury,Right Wall > Front Corridor > Parking Lot Area > Sandstone Quarry > Red Rocks > Southern Nevada > Nevada,https://www.mountainproject.com/route/106513096/fury,2.8,-1,Sport,5.11,1,70.0,36.16265,-115.44929,Right Wall,Front Corridor,0.950718967137234,0.605655656164349,909
Broken Tooth,Right Wall > Front Corridor > Parking Lot Area > Sandstone Quarry > Red Rocks > Southern Nevada > Nevada,https://www.mountainproject.com/route/116749065/broken-tooth,2.9,-1,Sport,5.10 PG13,1,100.0,36.16265,-115.44929,Right Wall,Front Corridor,0.950718967137234,0.605655656164349,910
Sea Anemone,Man's Best Friend Area > Parking Lot Area > Sandstone Quarry > Red Rocks > Southern Nevada > Nevada,https://www.mountainproject.com/route/106599049/sea-anemone,2.2,-1,Sport,5.8,1,90.0,36.16196,-115.44912,Man's Best Friend Area,Parking Lot Area,0.950747387103156,0.5569841664477837,911
Crusty Creatures,Man's Best Friend Area > Parking Lot Area > Sandstone Quarry > Red Rocks > Southern Nevada > Nevada,https://www.mountainproject.com/route/106599067/crusty-creatures,1.8,-1,Trad,5.7,1,100.0,36.16196,-115.44912,Man's Best Friend Area,Parking Lot Area,0.950747387103156,0.5569841664477837,912
The Ring Leader,Lower Right Wall > Sandy Corridor > Parking Lot Area > Sandstone Quarry > Red Rocks > Southern Nevada > Nevada,https://www.mountainproject.com/route/105977559/the-ring-leader,2.3,-1,Trad,5.9,1,80.0,36.16393,-115.44949,Lower Right Wall,Sandy Corridor,0.9509245188905896,0.694188239671607,913
The Wallow,Lower Right Wall > Sandy Corridor > Parking Lot Area > Sandstone Quarry > Red Rocks > Southern Nevada > Nevada,https://www.mountainproject.com/route/107075814/the-wallow,2.2,-1,"Trad, TR",5.7,1,40.0,36.16393,-115.44949,Lower Right Wall,Sandy Corridor,0.9509245188905896,0.694188239671607,914
Bolt Route,Lower Right Wall > Sandy Corridor > Parking Lot Area > Sandstone Quarry > Red Rocks > Southern Nevada > Nevada,https://www.mountainproject.com/route/105977566/bolt-route,2.8,-1,Trad,5.9+ PG13,1,120.0,36.16393,-115.44949,Lower Right Wall,Sandy Corridor,0.9509245188905896,0.694188239671607,915
Inn Zone,Lower Right Wall > Sandy Corridor > Parking Lot Area > Sandstone Quarry > Red Rocks > Southern Nevada > Nevada,https://www.mountainproject.com/route/116799226/inn-zone,1.5,-1,Trad,5.9,1,98.0,36.16393,-115.44949,Lower Right Wall,Sandy Corridor,0.9509245188905896,0.694188239671607,916
Inside Out,The Secret 13 Wall > The Trophy Area > Sandstone Quarry > Red Rocks > Southern Nevada > Nevada,https://www.mountainproject.com/route/105948347/inside-out,2.7,-1,Sport,5.11c,1,40.0,36.17082,-115.45073,The Secret 13 Wall,The Trophy Area,0.9516650620019468,1.1732302281989688,917
Silence,The Secret 13 Wall > The Trophy Area > Sandstone Quarry > Red Rocks > Southern Nevada > Nevada,https://www.mountainproject.com/route/105948367/silence,3.0,-1,Sport,5.11d,1,55.0,36.17082,-115.45073,The Secret 13 Wall,The Trophy Area,0.9516650620019468,1.1732302281989688,918
Traversing Seam,Lower Left Wall > Sandy Corridor > Parking Lot Area > Sandstone Quarry > Red Rocks > Southern Nevada > Nevada,https://www.mountainproject.com/route/112886164/traversing-seam,2.5,-1,Trad,5.10a,1,90.0,36.16398,-115.44915,Lower Left Wall,Sandy Corridor,0.9517112299465242,0.6923507101143234,919
Walking on a Dream,Gully Right > Hidden Corridor > Calico Hills Trail > Sandstone Quarry > Red Rocks > Southern Nevada > Nevada,https://www.mountainproject.com/route/107039433/walking-on-a-dream,3.5,-1,Sport,5.11d,1,60.0,36.16153,-115.4485,Gully Right,Hidden Corridor,0.9519159697008512,0.5188255462505822,920
Gonzo,Gully Right > Hidden Corridor > Calico Hills Trail > Sandstone Quarry > Red Rocks > Southern Nevada > Nevada,https://www.mountainproject.com/route/107313745/gonzo,2.0,-1,Trad,5.11+ R,1,50.0,36.16153,-115.4485,Gully Right,Hidden Corridor,0.9519159697008512,0.5188255462505822,921
Little Red,Gully Right > Hidden Corridor > Calico Hills Trail > Sandstone Quarry > Red Rocks > Southern Nevada > Nevada,https://www.mountainproject.com/route/107039064/little-red,3.0,-1,Trad,5.10c,1,30.0,36.16153,-115.4485,Gully Right,Hidden Corridor,0.9519159697008512,0.5188255462505822,922
Red-Cap,Gully Right > Hidden Corridor > Calico Hills Trail > Sandstone Quarry > Red Rocks > Southern Nevada > Nevada,https://www.mountainproject.com/route/121950077/red-cap,2.7,-1,Sport,5.1,1,35.0,36.16153,-115.4485,Gully Right,Hidden Corridor,0.9519159697008512,0.5188255462505822,923
Northernmost Gully Route,Gully Right > Hidden Corridor > Calico Hills Trail > Sandstone Quarry > Red Rocks > Southern Nevada > Nevada,https://www.mountainproject.com/route/120277066/northernmost-gully-route,-1.0,-1,Sport,5.1,1,35.0,36.16153,-115.4485,Gully Right,Hidden Corridor,0.9519159697008512,0.5188255462505822,924
Don't Scare the Bat!,Corridor Right > Hidden Corridor > Calico Hills Trail > Sandstone Quarry > Red Rocks > Southern Nevada > Nevada,https://www.mountainproject.com/route/108647722/dont-scare-the-bat,2.5,-1,Sport,5.11-,1,50.0,36.16123,-115.4484,Corridor Right,Hidden Corridor,0.9519867296159172,0.4972668178842245,925
Dirty Secret,Corridor Right > Hidden Corridor > Calico Hills Trail > Sandstone Quarry > Red Rocks > Southern Nevada > Nevada,https://www.mountainproject.com/route/107337889/dirty-secret,1.6,-1,Sport,5.10d,1,45.0,36.16123,-115.4484,Corridor Right,Hidden Corridor,0.9519867296159172,0.4972668178842245,926
Hidden Edge,Corridor Right > Hidden Corridor > Calico Hills Trail > Sandstone Quarry > Red Rocks > Southern Nevada > Nevada,https://www.mountainproject.com/route/108022159/hidden-edge,2.1,-1,Sport,5.10b PG13,1,40.0,36.16123,-115.4484,Corridor Right,Hidden Corridor,0.9519867296159172,0.4972668178842245,927
Chrysler Crack,Chrysler Crack Buttress > Sandy Corridor > Parking Lot Area > Sandstone Quarry > Red Rocks > Southern Nevada > Nevada,https://www.mountainproject.com/route/105887571/chrysler-crack,3.8,-1,Trad,5.9,1,90.0,36.1628,-115.44808,Chrysler Crack Buttress,Sandy Corridor,0.953504471794628,0.5972501119390901,928
Octopussy,Below Chrysler Crack > Sandy Corridor > Parking Lot Area > Sandstone Quarry > Red Rocks > Southern Nevada > Nevada,https://www.mountainproject.com/route/115445974/octopussy,2.0,-1,Sport,5.10c,1,50.0,36.16286,-115.44786,Below Chrysler Crack,Sandy Corridor,0.9540276311668364,0.5979075881557655,929
You Only Live Twice,Below Chrysler Crack > Sandy Corridor > Parking Lot Area > Sandstone Quarry > Red Rocks > Southern Nevada > Nevada,https://www.mountainproject.com/route/115445928/you-only-live-twice,2.0,-1,Sport,5.10c R,1,50.0,36.16286,-115.44786,Below Chrysler Crack,Sandy Corridor,0.9540276311668364,0.5979075881557655,930
Hurricane,California Crag > Calico Hills Trail > Sandstone Quarry > Red Rocks > Southern Nevada > Nevada,https://www.mountainproject.com/route/105819777/hurricane,1.7,-1,Sport,5.11,1,80.0,36.16118,-115.44733,California Crag,Calico Hills Trail,0.954356722771953,0.477635524478851,931
