Route,Location,URL,Avg Stars,Your Stars,Route Type,Rating,Pitches,Length,Area Latitude,Area Longitude
The Pamphlet,Solar Slab - Lower Tier > Oak Creek Canyon > Red Rocks > Southern Nevada > Nevada,https://www.mountainproject.com/route/125724136/the-pamphlet,2,-1,Trad,5.8,1,105,36.10333,-115.48677
Corona,Solar Slab - Lower Tier > Oak Creek Canyon > Red Rocks > Southern Nevada > Nevada,https://www.mountainproject.com/route/105861748/corona,2.7,-1,Trad,5.10a,1,,36.10333,-115.48677
Unknown,Solar Slab - Lower Tier > Oak Creek Canyon > Red Rocks > Southern Nevada > Nevada,https://www.mountainproject.com/route/116579907/unknown,2.6,-1,Trad,5.1,1,100,36.10333,-115.48677
Dubious Flirtations,Solar Slab - Lower Tier > Oak Creek Canyon > Red Rocks > Southern Nevada > Nevada,https://www.mountainproject.com/route/105817591/dubious-flirtations,1.7,-1,Trad,5.10b/c,1,150,36.10333,-115.48677
Byrd Pinnacle Left,The Friar and Byrd Pinnacle > Oak Creek Canyon > Red Rocks > Southern Nevada > Nevada,https://www.mountainproject.com/route/106317259/byrd-pinnacle-left,2.5,-1,Trad,5.8,1,100,36.10394,-115.48544
V Formation,The Friar and Byrd Pinnacle > Oak Creek Canyon > Red Rocks > Southern Nevada > Nevada,https://www.mountainproject.com/route/106634109/v-formation,2.3,-1,Trad,5.8 PG13,1,100,36.10394,-115.48544
Xyphoid Left,The Friar and Byrd Pinnacle > Oak Creek Canyon > Red Rocks > Southern Nevada > Nevada,https://www.mountainproject.com/route/107489298/xyphoid-left,2.9,-1,Trad,5.9,1,100,36.10394,-115.48544
The A Crack,The Friar and Byrd Pinnacle > Oak Creek Canyon > Red Rocks > Southern Nevada > Nevada,https://www.mountainproject.com/route/108106337/the-a-crack,2,-1,Trad,5.9,1,100,36.10394,-115.48544
J + J Groove,The Friar and Byrd Pinnacle > Oak Creek Canyon > Red Rocks > Southern Nevada > Nevada,https://www.mountainproject.com/route/107442965/j-j-groove,2.5,-1,Trad,5.10a,1,100,36.10394,-115.48544
Unknown,The Friar and Byrd Pinnacle > Oak Creek Canyon > Red Rocks > Southern Nevada > Nevada,https://www.mountainproject.com/route/108771130/unknown,1,-1,Trad,5.10a,1,35,36.10394,-115.48544
Wrangler Hero?,The Friar and Byrd Pinnacle > Oak Creek Canyon > Red Rocks > Southern Nevada > Nevada,https://www.mountainproject.com/route/106323478/wrangler-hero,2.3,-1,Trad,5.10a,1,60,36.10394,-115.48544
Xyphoid Fever,The Friar and Byrd Pinnacle > Oak Creek Canyon > Red Rocks > Southern Nevada > Nevada,https://www.mountainproject.com/route/106725290/xyphoid-fever,2.8,-1,Trad,5.1,1,90,36.10394,-115.48544
Boondoggle,The Friar and Byrd Pinnacle > Oak Creek Canyon > Red Rocks > Southern Nevada > Nevada,https://www.mountainproject.com/route/106388280/boondoggle,3,-1,Trad,5.11+,1,,36.10394,-115.48544
Wisdom,The Triad > Cactus Flower Tower > Oak Creek Canyon > Red Rocks > Southern Nevada > Nevada,https://www.mountainproject.com/route/107545748/wisdom,2,-1,Trad,5.7,1,180,36.10052,-115.48527
The Ugly Sister,The Triad > Cactus Flower Tower > Oak Creek Canyon > Red Rocks > Southern Nevada > Nevada,https://www.mountainproject.com/route/107493168/the-ugly-sister,2.5,-1,Trad,5.8,1,180,36.10052,-115.48527
Truth,The Triad > Cactus Flower Tower > Oak Creek Canyon > Red Rocks > Southern Nevada > Nevada,https://www.mountainproject.com/route/107545762/truth,4,-1,Trad,5.8 R,1,210,36.10052,-115.48527
Virtue,The Triad > Cactus Flower Tower > Oak Creek Canyon > Red Rocks > Southern Nevada > Nevada,https://www.mountainproject.com/route/108955478/virtue,2,-1,Trad,5.8,1,180,36.10052,-115.48527
The Forgotten,The Triad > Cactus Flower Tower > Oak Creek Canyon > Red Rocks > Southern Nevada > Nevada,https://www.mountainproject.com/route/107749870/the-forgotten,2.5,-1,Trad,5.10b,1,170,36.10052,-115.48527
Beauty,The Triad > Cactus Flower Tower > Oak Creek Canyon > Red Rocks > Southern Nevada > Nevada,https://www.mountainproject.com/route/107493132/beauty,3.5,-1,Trad,5.10c R,1,180,36.10052,-115.48527
Vegabondage,The Triad > Cactus Flower Tower > Oak Creek Canyon > Red Rocks > Southern Nevada > Nevada,https://www.mountainproject.com/route/108837646/vegabondage,1,-1,"Trad, TR",5.11a,1,80,36.10052,-115.48527
Slow Bleed,Blood Wall > Cactus Flower Tower > Oak Creek Canyon > Red Rocks > Southern Nevada > Nevada,https://www.mountainproject.com/route/115958670/slow-bleed,2,-1,Trad,5.11a,1,115,36.09804,-115.48736
Bad Blood,Blood Wall > Cactus Flower Tower > Oak Creek Canyon > Red Rocks > Southern Nevada > Nevada,https://www.mountainproject.com/route/115958362/bad-blood,2,-1,"Trad, Boulder",5.11 V4-5,1,120,36.09804,-115.48736
Blood Meridian,Blood Wall > Cactus Flower Tower > Oak Creek Canyon > Red Rocks > Southern Nevada > Nevada,https://www.mountainproject.com/route/115958660/blood-meridian,3,-1,Trad,5.11d,1,110,36.09804,-115.48736
Eliminator,Afterburner Wall > Cactus Flower Tower > Oak Creek Canyon > Red Rocks > Southern Nevada > Nevada,https://www.mountainproject.com/route/108395337/eliminator,3,-1,Trad,5.11d PG13,1,130,36.10088,-115.48749
Offset Corners,Black Orpheus Amphitheater > Oak Creek Canyon > Red Rocks > Southern Nevada > Nevada,https://www.mountainproject.com/route/107496550/offset-corners,3,-1,Trad,5.11b,1,90,36.10256,-115.49045
The Secret World of Arrietty,Black Orpheus Amphitheater > Oak Creek Canyon > Red Rocks > Southern Nevada > Nevada,https://www.mountainproject.com/route/107539783/the-secret-world-of-arrietty,3.4,-1,Trad,5.11b,1,140,36.10256,-115.49045
Little Brown,Rainbow Mountain - East Face > Oak Creek Canyon > Red Rocks > Southern Nevada > Nevada,https://www.mountainproject.com/route/113240448/little-brown,2.5,-1,Trad,5.8,1,60,36.10679,-115.48516
The Growler,Rainbow Mountain - East Face > Oak Creek Canyon > Red Rocks > Southern Nevada > Nevada,https://www.mountainproject.com/route/113240138/the-growler,2.8,-1,Trad,5.9+,1,60,36.10679,-115.48516
Rockingstone Groove,Rainbow Mountain - East Face > Oak Creek Canyon > Red Rocks > Southern Nevada > Nevada,https://www.mountainproject.com/route/113240561/rockingstone-groove,3,-1,Trad,5.9+,1,110,36.10679,-115.48516
Da Boneyard,Rainbow Mountain - East Face > Oak Creek Canyon > Red Rocks > Southern Nevada > Nevada,https://www.mountainproject.com/route/113240470/da-boneyard,3,-1,Trad,5.10b,1,220,36.10679,-115.48516
Pure Snark,Rainbow Mountain - East Face > Oak Creek Canyon > Red Rocks > Southern Nevada > Nevada,https://www.mountainproject.com/route/120352326/pure-snark,3.4,-1,Trad,5.10b/c,1,60,36.10679,-115.48516
Wise Guys Off Size,Rainbow Mountain - East Face > Oak Creek Canyon > Red Rocks > Southern Nevada > Nevada,https://www.mountainproject.com/route/113240424/wise-guys-off-size,3.3,-1,Trad,5.10c,1,105,36.10679,-115.48516
Tickled Pink,Rainbow Mountain - East Face > Oak Creek Canyon > Red Rocks > Southern Nevada > Nevada,https://www.mountainproject.com/route/113240189/tickled-pink,3.4,-1,Trad,5.11a,1,50,36.10679,-115.48516
Beelzebub,Rainbow Mountain - East Face > Oak Creek Canyon > Red Rocks > Southern Nevada > Nevada,https://www.mountainproject.com/route/113240381/beelzebub,3.9,-1,Trad,5.11b,1,60,36.10679,-115.48516
Dumptruck,Ragged Edges Area > Willow Spring > Red Rocks > Southern Nevada > Nevada,https://www.mountainproject.com/route/107337082/dumptruck,1.5,-1,Trad,5.7 R,1,60,36.15756,-115.49799
Footloose,Ragged Edges Area > Willow Spring > Red Rocks > Southern Nevada > Nevada,https://www.mountainproject.com/route/107613513/footloose,1.3,-1,Trad,5.7,1,40,36.15756,-115.49799
Unknown crack,Ragged Edges Area > Willow Spring > Red Rocks > Southern Nevada > Nevada,https://www.mountainproject.com/route/109748067/unknown-crack,1.8,-1,Trad,5.7 PG13,1,150,36.15756,-115.49799
Diplomatic Immunity,Ragged Edges Area > Willow Spring > Red Rocks > Southern Nevada > Nevada,https://www.mountainproject.com/route/106393572/diplomatic-immunity,1.7,-1,Trad,5.7,1,130,36.15756,-115.49799
Revoked,Ragged Edges Area > Willow Spring > Red Rocks > Southern Nevada > Nevada,https://www.mountainproject.com/route/106393583/revoked,1.5,-1,Trad,5.7,1,130,36.15756,-115.49799
Midheight,Ragged Edges Area > Willow Spring > Red Rocks > Southern Nevada > Nevada,https://www.mountainproject.com/route/105931732/midheight,2.1,-1,Trad,5.8 R,1,70,36.15756,-115.49799
Midnight,Ragged Edges Area > Willow Spring > Red Rocks > Southern Nevada > Nevada,https://www.mountainproject.com/route/107337055/midnight,2.5,-1,Trad,5.8 PG13,1,60,36.15756,-115.49799
Dense Dunce,Ragged Edges Area > Willow Spring > Red Rocks > Southern Nevada > Nevada,https://www.mountainproject.com/route/106309457/dense-dunce,1.4,-1,Trad,5.8+,1,50,36.15756,-115.49799
Getting Too Old for This S--t,Ragged Edges Area > Willow Spring > Red Rocks > Southern Nevada > Nevada,https://www.mountainproject.com/route/106965858/getting-too-old-for-this-s-t,2.4,-1,Trad,5.8+ R,1,60,36.15756,-115.49799
The Nightman Cometh,Ragged Edges Area > Willow Spring > Red Rocks > Southern Nevada > Nevada,https://www.mountainproject.com/route/107337065/the-nightman-cometh,1.7,-1,Trad,5.9,1,60,36.15756,-115.49799
Lethal Weapon II,Ragged Edges Area > Willow Spring > Red Rocks > Southern Nevada > Nevada,https://www.mountainproject.com/route/109067419/lethal-weapon-ii,1.4,-1,Trad,5.9,1,60,36.15756,-115.49799
Theme Book,Ragged Edges Area > Willow Spring > Red Rocks > Southern Nevada > Nevada,https://www.mountainproject.com/route/105897574/theme-book,2.2,-1,Trad,5.9,1,110,36.15756,-115.49799
Kemosabe,Ragged Edges Area > Willow Spring > Red Rocks > Southern Nevada > Nevada,https://www.mountainproject.com/route/105732944/kemosabe,2.6,-1,Trad,5.10a,1,100,36.15756,-115.49799
Plan F - Early Exit,Ragged Edges Area > Willow Spring > Red Rocks > Southern Nevada > Nevada,https://www.mountainproject.com/route/107793518/plan-f-early-exit,3,-1,Trad,5.10a,1,50,36.15756,-115.49799
Chicken Eruptus,Ragged Edges Area > Willow Spring > Red Rocks > Southern Nevada > Nevada,https://www.mountainproject.com/route/105732836/chicken-eruptus,3.6,-1,Trad,5.10b R,1,120,36.15756,-115.49799
Sheep Trail,Ragged Edges Area > Willow Spring > Red Rocks > Southern Nevada > Nevada,https://www.mountainproject.com/route/105732812/sheep-trail,2.9,-1,Trad,5.10 R,1,120,36.15756,-115.49799
Dense Pack,Ragged Edges Area > Willow Spring > Red Rocks > Southern Nevada > Nevada,https://www.mountainproject.com/route/121718105/dense-pack,2,-1,Trad,5.10d,1,70,36.15756,-115.49799
Plan F,Ragged Edges Area > Willow Spring > Red Rocks > Southern Nevada > Nevada,https://www.mountainproject.com/route/105733169/plan-f,2.9,-1,Trad,5.11-,1,50,36.15756,-115.49799
Bodiddly,Ragged Edges Area > Willow Spring > Red Rocks > Southern Nevada > Nevada,https://www.mountainproject.com/route/106508152/bodiddly,2.3,-1,Trad,5.11a/b PG13,1,180,36.15756,-115.49799
Aikido Gun Boy,Ragged Edges Area > Willow Spring > Red Rocks > Southern Nevada > Nevada,https://www.mountainproject.com/route/106554115/aikido-gun-boy,2.8,-1,Trad,5.11+ R,1,70,36.15756,-115.49799
5.8 chopped former sport route,Hidden Falls Wall > Willow Spring > Red Rocks > Southern Nevada > Nevada,https://www.mountainproject.com/route/105849844/58-chopped-former-sport-route,0.3,-1,Trad,5.8 X,1,80,36.15575,-115.4976
Black Track,Hidden Falls Wall > Willow Spring > Red Rocks > Southern Nevada > Nevada,https://www.mountainproject.com/route/105732632/black-track,2.9,-1,Trad,5.9,1,60,36.15575,-115.4976
Camel Toe,Hidden Falls Wall > Willow Spring > Red Rocks > Southern Nevada > Nevada,https://www.mountainproject.com/route/112293594/camel-toe,1.8,-1,Sport,5.9,1,55,36.15575,-115.4976
Sole Slasher,Hidden Falls Wall > Willow Spring > Red Rocks > Southern Nevada > Nevada,https://www.mountainproject.com/route/105732938/sole-slasher,2.5,-1,Sport,5.10a,1,60,36.15575,-115.4976
Killer Clowns,Hidden Falls Wall > Willow Spring > Red Rocks > Southern Nevada > Nevada,https://www.mountainproject.com/route/106294429/killer-clowns,1.8,-1,Trad,5.10c PG13,1,100,36.15575,-115.4976
Left Out,Hidden Falls Wall > Willow Spring > Red Rocks > Southern Nevada > Nevada,https://www.mountainproject.com/route/105732839/left-out,3.6,-1,Trad,5.10+,1,100,36.15575,-115.4976
Stupid Foot,Hidden Falls Wall > Willow Spring > Red Rocks > Southern Nevada > Nevada,https://www.mountainproject.com/route/112293572/stupid-foot,1.8,-1,TR,5.11a,1,60,36.15575,-115.4976
Buffalo Balls,Hidden Falls Wall > Willow Spring > Red Rocks > Southern Nevada > Nevada,https://www.mountainproject.com/route/108359971/buffalo-balls,2.2,-1,Sport,5.11d,1,40,36.15575,-115.4976
Space Case,The Case Face > Willow Spring > Red Rocks > Southern Nevada > Nevada,https://www.mountainproject.com/route/105732734/space-case,1.7,-1,Trad,5.7,1,70,36.15819,-115.49937
Unknown,The Case Face > Willow Spring > Red Rocks > Southern Nevada > Nevada,https://www.mountainproject.com/route/127144316/unknown,3,-1,Sport,5.8-,1,75,36.15819,-115.49937
Head Case,The Case Face > Willow Spring > Red Rocks > Southern Nevada > Nevada,https://www.mountainproject.com/route/105732737/head-case,2.6,-1,Trad,5.8,1,70,36.15819,-115.49937
Hard Case,The Case Face > Willow Spring > Red Rocks > Southern Nevada > Nevada,https://www.mountainproject.com/route/105732740/hard-case,2.7,-1,Trad,5.9+,1,70,36.15819,-115.49937
DIC,The Case Face > Willow Spring > Red Rocks > Southern Nevada > Nevada,https://www.mountainproject.com/route/108837790/dic,3,-1,Sport,5.1,1,100,36.15819,-115.49937
Cereal Killer,Willow Springs South > Willow Spring > Red Rocks > Southern Nevada > Nevada,https://www.mountainproject.com/route/119637055/cereal-killer,1,-1,Trad,5.7,1,150,36.15467,-115.49623
Chocolate Tranquility Fountain,Willow Springs South > Willow Spring > Red Rocks > Southern Nevada > Nevada,https://www.mountainproject.com/route/106731023/chocolate-tranquility-fountain,3,-1,Trad,5.7,1,90,36.15467,-115.49623
Lucky Charms,Willow Springs South > Willow Spring > Red Rocks > Southern Nevada > Nevada,https://www.mountainproject.com/route/106810387/lucky-charms,2.2,-1,Trad,5.7,1,80,36.15467,-115.49623
Geezer's Face,Willow Springs South > Willow Spring > Red Rocks > Southern Nevada > Nevada,https://www.mountainproject.com/route/106810404/geezers-face,2.5,-1,Trad,5.7+,1,80,36.15467,-115.49623
Unknown,Willow Springs South > Willow Spring > Red Rocks > Southern Nevada > Nevada,https://www.mountainproject.com/route/122359806/unknown,1,-1,Trad,5.7+ R,1,80,36.15467,-115.49623
Double Pin-etration,Willow Springs South > Willow Spring > Red Rocks > Southern Nevada > Nevada,https://www.mountainproject.com/route/115410776/double-pin-etration,2.5,-1,Trad,5.7+,1,75,36.15467,-115.49623
Count Chocula,Willow Springs South > Willow Spring > Red Rocks > Southern Nevada > Nevada,https://www.mountainproject.com/route/116834496/count-chocula,2,-1,Trad,5.8,1,50,36.15467,-115.49623
Gimpy Arete,Willow Springs South > Willow Spring > Red Rocks > Southern Nevada > Nevada,https://www.mountainproject.com/route/106987660/gimpy-arete,2.3,-1,Trad,5.8,1,100,36.15467,-115.49623
New Hips Face,Willow Springs South > Willow Spring > Red Rocks > Southern Nevada > Nevada,https://www.mountainproject.com/route/118620222/new-hips-face,2.8,-1,Trad,5.8+,1,100,36.15467,-115.49623
Sleeper,Willow Springs South > Willow Spring > Red Rocks > Southern Nevada > Nevada,https://www.mountainproject.com/route/105800851/sleeper,2.6,-1,Trad,5.9,1,160,36.15467,-115.49623
Above and Beyond,Willow Springs South > Willow Spring > Red Rocks > Southern Nevada > Nevada,https://www.mountainproject.com/route/108690824/above-and-beyond,2.9,-1,Trad,5.9,1,90,36.15467,-115.49623
"Above, Above and Beyond",Willow Springs South > Willow Spring > Red Rocks > Southern Nevada > Nevada,https://www.mountainproject.com/route/108955810/above-above-and-beyond,3,-1,Trad,5.9,1,150,36.15467,-115.49623
Beyond and Above,Willow Springs South > Willow Spring > Red Rocks > Southern Nevada > Nevada,https://www.mountainproject.com/route/108955848/beyond-and-above,3,-1,Trad,5.9,1,150,36.15467,-115.49623
Taking Care of Business,Willow Springs South > Willow Spring > Red Rocks > Southern Nevada > Nevada,https://www.mountainproject.com/route/108955974/taking-care-of-business,3,-1,Trad,5.9+ R,1,100,36.15467,-115.49623
N'Plus Ultra,Willow Springs South > Willow Spring > Red Rocks > Southern Nevada > Nevada,https://www.mountainproject.com/route/105732842/nplus-ultra,2.9,-1,Trad,5.1,1,50,36.15467,-115.49623
Wheat Thick,Willow Springs South > Willow Spring > Red Rocks > Southern Nevada > Nevada,https://www.mountainproject.com/route/114224106/wheat-thick,2,-1,Trad,5.11b,1,100,36.15467,-115.49623
The Abdominizer,Willow Springs South > Willow Spring > Red Rocks > Southern Nevada > Nevada,https://www.mountainproject.com/route/105732845/the-abdominizer,-1,-1,Trad,5.11,1,50,36.15467,-115.49623
Walk to School,Graduate Cliff > Willow Spring > Red Rocks > Southern Nevada > Nevada,https://www.mountainproject.com/route/105732890/walk-to-school,2,-1,Trad,5.7,1,80,36.15766,-115.49941
The Graduate,Graduate Cliff > Willow Spring > Red Rocks > Southern Nevada > Nevada,https://www.mountainproject.com/route/105732917/the-graduate,3.6,-1,Trad,5.10b,1,80,36.15766,-115.49941
Acid Jacks,Graduate Cliff > Willow Spring > Red Rocks > Southern Nevada > Nevada,https://www.mountainproject.com/route/108466602/acid-jacks,2.5,-1,Trad,5.11c,1,80,36.15766,-115.49941
Stemming Corner,Children's Crag > Willow Spring > Red Rocks > Southern Nevada > Nevada,https://www.mountainproject.com/route/106725230/stemming-corner,2,-1,Trad,5.7,1,80,36.16094,-115.5007
Peaches,Children's Crag > Willow Spring > Red Rocks > Southern Nevada > Nevada,https://www.mountainproject.com/route/105732950/peaches,2.7,-1,Trad,5.7,1,120,36.16094,-115.5007
22 Minutes 'til Closing,Children's Crag > Willow Spring > Red Rocks > Southern Nevada > Nevada,https://www.mountainproject.com/route/105844485/22-minutes-til-closing,1.8,-1,Trad,5.7 PG13,1,140,36.16094,-115.5007
Tarzan's Arm,Children's Crag > Willow Spring > Red Rocks > Southern Nevada > Nevada,https://www.mountainproject.com/route/105732953/tarzans-arm,2,-1,Trad,5.8,1,120,36.16094,-115.5007
Mitten's Revenge,Children's Crag > Willow Spring > Red Rocks > Southern Nevada > Nevada,https://www.mountainproject.com/route/105844461/mittens-revenge,2,-1,Trad,5.8,1,105,36.16094,-115.5007
Sumo Greatness,Children's Crag > Willow Spring > Red Rocks > Southern Nevada > Nevada,https://www.mountainproject.com/route/105917187/sumo-greatness,2.5,-1,Trad,5.9+ R,1,,36.16094,-115.5007
Ice Climb,Children's Crag > Willow Spring > Red Rocks > Southern Nevada > Nevada,https://www.mountainproject.com/route/105917196/ice-climb,2.1,-1,Trad,5.10a R,1,100,36.16094,-115.5007
Son of a Peacher Man,Children's Crag > Willow Spring > Red Rocks > Southern Nevada > Nevada,https://www.mountainproject.com/route/109688540/son-of-a-peacher-man,1,-1,Trad,5.10+ PG13,1,110,36.16094,-115.5007
Dean's List,Children's Crag > Willow Spring > Red Rocks > Southern Nevada > Nevada,https://www.mountainproject.com/route/105917202/deans-list,2.7,-1,Trad,5.11 PG13,1,100,36.16094,-115.5007
Cochise,Lost Creek Lower Tier > Willow Spring > Red Rocks > Southern Nevada > Nevada,https://www.mountainproject.com/route/107785206/cochise,2.3,-1,Trad,5.8,1,120,36.15622,-115.49789
Little Big Horn,Lost Creek Lower Tier > Willow Spring > Red Rocks > Southern Nevada > Nevada,https://www.mountainproject.com/route/105925470/little-big-horn,3.1,-1,Trad,5.9+,1,80,36.15622,-115.49789
Heatwave,Lost Creek Lower Tier > Willow Spring > Red Rocks > Southern Nevada > Nevada,https://www.mountainproject.com/route/105931986/heatwave,2,-1,Trad,5.10a R,1,100,36.15622,-115.49789
Unknown,Lost Creek Lower Tier > Willow Spring > Red Rocks > Southern Nevada > Nevada,https://www.mountainproject.com/route/124960321/unknown,2,-1,Trad,5.10a,1,100,36.15622,-115.49789
Tholian Web,Lost Creek Lower Tier > Willow Spring > Red Rocks > Southern Nevada > Nevada,https://www.mountainproject.com/route/107285125/tholian-web,1,-1,Trad,5.10b PG13,1,90,36.15622,-115.49789
Gripty Gravity,Lost Creek Lower Tier > Willow Spring > Red Rocks > Southern Nevada > Nevada,https://www.mountainproject.com/route/105925698/gripty-gravity,2.4,-1,Trad,5.1,1,100,36.15622,-115.49789
Bowling Balls and BB Brains,Lost Creek Lower Tier > Willow Spring > Red Rocks > Southern Nevada > Nevada,https://www.mountainproject.com/route/107285111/bowling-balls-and-bb-brains,2.3,-1,Trad,5.10c X,1,90,36.15622,-115.49789
The Threat,Lost Creek Lower Tier > Willow Spring > Red Rocks > Southern Nevada > Nevada,https://www.mountainproject.com/route/105925441/the-threat,2.5,-1,Trad,5.10d,1,80,36.15622,-115.49789
Partly Sonnie,Outhouse Wall > Willow Spring > Red Rocks > Southern Nevada > Nevada,https://www.mountainproject.com/route/107262336/partly-sonnie,0.8,-1,TR,5.7,1,60,36.16338,-115.50013
Spiderline,Outhouse Wall > Willow Spring > Red Rocks > Southern Nevada > Nevada,https://www.mountainproject.com/route/106121848/spiderline,2.3,-1,Trad,5.7,1,120,36.16338,-115.50013
Perfect Egg Bite,Outhouse Wall > Willow Spring > Red Rocks > Southern Nevada > Nevada,https://www.mountainproject.com/route/123627503/perfect-egg-bite,1.5,-1,Trad,5.9,1,90,36.16338,-115.50013
Karate Crack,Outhouse Wall > Willow Spring > Red Rocks > Southern Nevada > Nevada,https://www.mountainproject.com/route/105925508/karate-crack,3.1,-1,Trad,5.9+,1,80,36.16338,-115.50013
Tricks are for Kids,Outhouse Wall > Willow Spring > Red Rocks > Southern Nevada > Nevada,https://www.mountainproject.com/route/106386383/tricks-are-for-kids,2.3,-1,Trad,5.10a,1,100,36.16338,-115.50013
Roasting Affair,Outhouse Wall > Willow Spring > Red Rocks > Southern Nevada > Nevada,https://www.mountainproject.com/route/107131136/roasting-affair,2,-1,Trad,5.10- R,1,60,36.16338,-115.50013
Crag Rat Roof,Outhouse Wall > Willow Spring > Red Rocks > Southern Nevada > Nevada,https://www.mountainproject.com/route/107818838/crag-rat-roof,-1,-1,Trad,5.10c,1,60,36.16338,-115.50013
Jam Session,Outhouse Wall > Willow Spring > Red Rocks > Southern Nevada > Nevada,https://www.mountainproject.com/route/108043281/jam-session,2,-1,Trad,5.11a,1,35,36.16338,-115.50013
Pussy Nuts,Mossy Ledges Area > Willow Spring > Red Rocks > Southern Nevada > Nevada,https://www.mountainproject.com/route/107782570/pussy-nuts,2,-1,Trad,5.7,1,100,36.15925,-115.5009
Secret Ingredient,Mossy Ledges Area > Willow Spring > Red Rocks > Southern Nevada > Nevada,https://www.mountainproject.com/route/106244771/secret-ingredient,2.7,-1,Trad,5.7,1,140,36.15925,-115.5009
Chocolate Sunday,Mossy Ledges Area > Willow Spring > Red Rocks > Southern Nevada > Nevada,https://www.mountainproject.com/route/106244663/chocolate-sunday,2.8,-1,Trad,5.8,1,140,36.15925,-115.5009
Ghost Rider,Mossy Ledges Area > Willow Spring > Red Rocks > Southern Nevada > Nevada,https://www.mountainproject.com/route/122454492/ghost-rider,3,-1,Sport,5.8,1,100,36.15925,-115.5009
Rapper's Disappointment,Mossy Ledges Area > Willow Spring > Red Rocks > Southern Nevada > Nevada,https://www.mountainproject.com/route/105974150/rappers-disappointment,1.7,-1,Trad,5.9 PG13,1,100,36.15925,-115.5009
Hundred-Foot Stick Clip,Mossy Ledges Area > Willow Spring > Red Rocks > Southern Nevada > Nevada,https://www.mountainproject.com/route/106244687/hundred-foot-stick-clip,2.5,-1,Trad,5.9,1,150,36.15925,-115.5009
The Barking Dog,Mossy Ledges Area > Willow Spring > Red Rocks > Southern Nevada > Nevada,https://www.mountainproject.com/route/106244782/the-barking-dog,2,-1,Trad,5.9,1,120,36.15925,-115.5009
Cheatstone Crack,Mossy Ledges Area > Willow Spring > Red Rocks > Southern Nevada > Nevada,https://www.mountainproject.com/route/106245133/cheatstone-crack,3.2,-1,Trad,5.9,1,80,36.15925,-115.5009
The Boldness,Mossy Ledges Area > Willow Spring > Red Rocks > Southern Nevada > Nevada,https://www.mountainproject.com/route/107782516/the-boldness,-1,-1,Trad,5.9,1,60,36.15925,-115.5009
Soiled Blue Jeans,Mossy Ledges Area > Willow Spring > Red Rocks > Southern Nevada > Nevada,https://www.mountainproject.com/route/127013728/soiled-blue-jeans,3,-1,Trad,5.9+,1,120,36.15925,-115.5009
Soylent Green Jeans,Mossy Ledges Area > Willow Spring > Red Rocks > Southern Nevada > Nevada,https://www.mountainproject.com/route/105925851/soylent-green-jeans,3.2,-1,Trad,5.10a,1,120,36.15925,-115.5009
Stirling Moss,Mossy Ledges Area > Willow Spring > Red Rocks > Southern Nevada > Nevada,https://www.mountainproject.com/route/105985817/stirling-moss,3.2,-1,Trad,5.10 R,1,180,36.15925,-115.5009
Hookers and blow.,Mossy Ledges Area > Willow Spring > Red Rocks > Southern Nevada > Nevada,https://www.mountainproject.com/route/107787999/hookers-and-blow,2.5,-1,Trad,5.11a,1,60,36.15925,-115.5009
The Leper,The Owl > Willow Spring > Red Rocks > Southern Nevada > Nevada,https://www.mountainproject.com/route/107081592/the-leper,1,-1,Trad,5.10d R,1,100,36.1604,-115.49054
Unnamed,Mother's Crag > Willow Spring > Red Rocks > Southern Nevada > Nevada,https://www.mountainproject.com/route/119628346/unnamed,2.2,-1,TR,5.7,1,55,36.16264,-115.50423
Gold Digger,Gold Digger Slab > Willow Spring > Red Rocks > Southern Nevada > Nevada,https://www.mountainproject.com/route/107818812/gold-digger,2,-1,Trad,5.7,1,150,36.1574,-115.4939
Communist Plan,Lost And Found Crag > Willow Spring > Red Rocks > Southern Nevada > Nevada,https://www.mountainproject.com/route/108446462/communist-plan,-1,-1,Trad,5.7,1,80,36.1574,-115.4939
Dont Mind Dyin',Lost And Found Crag > Willow Spring > Red Rocks > Southern Nevada > Nevada,https://www.mountainproject.com/route/108446497/dont-mind-dyin,-1,-1,Trad,5.10a,1,80,36.1574,-115.4939
Helldorado Days,Smitty's Caterpillar > Willow Spring > Red Rocks > Southern Nevada > Nevada,https://www.mountainproject.com/route/109008316/helldorado-days,1,-1,Trad,5.8,1,60,36.16096,-115.50174
If I Could Frame a Fart,Smitty's Caterpillar > Willow Spring > Red Rocks > Southern Nevada > Nevada,https://www.mountainproject.com/route/109007913/if-i-could-frame-a-fart,1,-1,Trad,5.9,1,60,36.16096,-115.50174
Bad Sushi,Upper Willow Spring > Willow Spring > Red Rocks > Southern Nevada > Nevada,https://www.mountainproject.com/route/127258015/bad-sushi,2,-1,Trad,5.7,1,150,36.15786,-115.49999
Power to Waste,Lotta Balls Wall > First Creek Canyon > Red Rocks > Southern Nevada > Nevada,https://www.mountainproject.com/route/105990466/power-to-waste,2.3,-1,Trad,5.8,1,150,36.07801,-115.47777
Rob Roy,Alcohol Wall > First Creek Canyon > Red Rocks > Southern Nevada > Nevada,https://www.mountainproject.com/route/105732653/rob-roy,3.4,-1,Trad,5.10b PG13,1,150,36.07813,-115.47797
